@HD	VN:1.0	SO:unsorted
@SQ	SN:comp452637_c0_seq1	LN:233
@SQ	SN:comp452670_c0_seq1	LN:260
@SQ	SN:comp452718_c0_seq1	LN:213
@SQ	SN:comp452721_c0_seq1	LN:276
@SQ	SN:comp452744_c0_seq1	LN:259
@SQ	SN:comp452759_c0_seq1	LN:298
@SQ	SN:comp452860_c0_seq1	LN:206
@SQ	SN:comp452876_c0_seq1	LN:209
@SQ	SN:comp452917_c0_seq1	LN:213
@SQ	SN:comp452950_c0_seq1	LN:242
@SQ	SN:comp452998_c0_seq1	LN:241
@SQ	SN:comp453023_c0_seq1	LN:216
@SQ	SN:comp453047_c0_seq1	LN:329
@SQ	SN:comp453060_c0_seq1	LN:201
@SQ	SN:comp453080_c0_seq1	LN:249
@SQ	SN:comp453095_c0_seq1	LN:212
@SQ	SN:comp453187_c0_seq1	LN:233
@SQ	SN:comp453192_c0_seq1	LN:209
@SQ	SN:comp453256_c0_seq1	LN:317
@SQ	SN:comp453285_c0_seq1	LN:206
@SQ	SN:comp453296_c0_seq1	LN:229
@SQ	SN:comp453350_c0_seq1	LN:205
@SQ	SN:comp453427_c0_seq1	LN:242
@SQ	SN:comp453441_c0_seq1	LN:209
@SQ	SN:comp453465_c0_seq1	LN:201
@SQ	SN:comp453473_c0_seq1	LN:213
@SQ	SN:comp453476_c0_seq1	LN:207
@SQ	SN:comp453496_c0_seq1	LN:422
@SQ	SN:comp453502_c0_seq1	LN:225
@SQ	SN:comp453504_c0_seq1	LN:236
@SQ	SN:comp453514_c0_seq1	LN:217
@SQ	SN:comp453564_c0_seq1	LN:204
@SQ	SN:comp453592_c0_seq1	LN:262
@SQ	SN:comp453631_c0_seq1	LN:216
@SQ	SN:comp453642_c0_seq1	LN:339
@SQ	SN:comp453647_c0_seq1	LN:265
@SQ	SN:comp453668_c0_seq1	LN:204
@SQ	SN:comp453689_c0_seq1	LN:265
@SQ	SN:comp453746_c0_seq1	LN:270
@SQ	SN:comp453934_c0_seq1	LN:206
@SQ	SN:comp453973_c0_seq1	LN:308
@SQ	SN:comp453981_c0_seq1	LN:215
@SQ	SN:comp454122_c0_seq1	LN:216
@SQ	SN:comp454239_c0_seq1	LN:250
@SQ	SN:comp454279_c0_seq1	LN:236
@SQ	SN:comp454334_c0_seq1	LN:207
@SQ	SN:comp454343_c0_seq1	LN:244
@SQ	SN:comp454366_c0_seq1	LN:240
@SQ	SN:comp454406_c0_seq1	LN:214
@SQ	SN:comp454482_c0_seq1	LN:268
@SQ	SN:comp454496_c0_seq1	LN:245
@SQ	SN:comp454505_c0_seq1	LN:217
@SQ	SN:comp454536_c0_seq1	LN:218
@SQ	SN:comp454538_c0_seq1	LN:266
@SQ	SN:comp454622_c0_seq1	LN:210
@SQ	SN:comp454641_c0_seq1	LN:288
@SQ	SN:comp454651_c0_seq1	LN:228
@SQ	SN:comp454692_c0_seq1	LN:207
@SQ	SN:comp454715_c0_seq1	LN:284
@SQ	SN:comp454766_c0_seq1	LN:299
@SQ	SN:comp454874_c0_seq1	LN:394
@SQ	SN:comp454888_c0_seq1	LN:258
@SQ	SN:comp454896_c0_seq1	LN:371
@SQ	SN:comp454937_c0_seq1	LN:312
@SQ	SN:comp454986_c0_seq1	LN:210
@SQ	SN:comp455087_c0_seq1	LN:307
@SQ	SN:comp455140_c0_seq1	LN:282
@SQ	SN:comp455158_c0_seq1	LN:239
@SQ	SN:comp455197_c0_seq1	LN:210
@SQ	SN:comp455211_c0_seq1	LN:262
@SQ	SN:comp455249_c0_seq1	LN:263
@SQ	SN:comp455252_c0_seq1	LN:215
@SQ	SN:comp455299_c0_seq1	LN:203
@SQ	SN:comp455363_c0_seq1	LN:270
@SQ	SN:comp455370_c0_seq1	LN:218
@SQ	SN:comp455375_c0_seq1	LN:270
@SQ	SN:comp455435_c0_seq1	LN:209
@SQ	SN:comp455499_c0_seq1	LN:210
@SQ	SN:comp455552_c0_seq1	LN:272
@SQ	SN:comp455682_c0_seq1	LN:201
@SQ	SN:comp455715_c0_seq1	LN:214
@SQ	SN:comp455924_c0_seq1	LN:219
@SQ	SN:comp455938_c0_seq1	LN:232
@SQ	SN:comp456030_c0_seq1	LN:248
@SQ	SN:comp456067_c0_seq1	LN:225
@SQ	SN:comp456077_c0_seq1	LN:284
@SQ	SN:comp456079_c0_seq1	LN:278
@SQ	SN:comp456105_c0_seq1	LN:220
@SQ	SN:comp456118_c0_seq1	LN:293
@SQ	SN:comp456135_c0_seq1	LN:229
@SQ	SN:comp456169_c0_seq1	LN:295
@SQ	SN:comp456230_c0_seq1	LN:236
@SQ	SN:comp456284_c0_seq1	LN:313
@SQ	SN:comp456300_c0_seq1	LN:209
@SQ	SN:comp456360_c0_seq1	LN:245
@SQ	SN:comp456395_c0_seq1	LN:274
@SQ	SN:comp456432_c0_seq1	LN:206
@SQ	SN:comp456445_c0_seq1	LN:305
@SQ	SN:comp456482_c0_seq1	LN:232
@SQ	SN:comp456638_c0_seq1	LN:214
@SQ	SN:comp456688_c0_seq1	LN:223
@SQ	SN:comp456699_c0_seq1	LN:355
@SQ	SN:comp456703_c0_seq1	LN:269
@SQ	SN:comp456760_c0_seq1	LN:246
@SQ	SN:comp456767_c0_seq1	LN:229
@SQ	SN:comp456832_c0_seq1	LN:259
@SQ	SN:comp456839_c0_seq1	LN:286
@SQ	SN:comp456872_c0_seq1	LN:251
@SQ	SN:comp456944_c0_seq1	LN:230
@SQ	SN:comp456978_c0_seq1	LN:209
@SQ	SN:comp456983_c0_seq1	LN:205
@SQ	SN:comp456992_c0_seq1	LN:259
@SQ	SN:comp457046_c0_seq1	LN:253
@SQ	SN:comp457118_c0_seq1	LN:211
@SQ	SN:comp457119_c0_seq1	LN:268
@SQ	SN:comp457148_c0_seq1	LN:222
@SQ	SN:comp457220_c0_seq1	LN:282
@SQ	SN:comp457400_c0_seq1	LN:261
@SQ	SN:comp457454_c0_seq1	LN:213
@SQ	SN:comp457492_c0_seq1	LN:277
@SQ	SN:comp457520_c0_seq1	LN:220
@SQ	SN:comp457543_c0_seq1	LN:287
@SQ	SN:comp457596_c0_seq1	LN:213
@SQ	SN:comp457636_c0_seq1	LN:210
@SQ	SN:comp457639_c0_seq1	LN:368
@SQ	SN:comp457753_c0_seq1	LN:336
@SQ	SN:comp457780_c0_seq1	LN:362
@SQ	SN:comp457802_c0_seq1	LN:271
@SQ	SN:comp457814_c0_seq1	LN:210
@SQ	SN:comp457842_c0_seq1	LN:216
@SQ	SN:comp457885_c0_seq1	LN:210
@SQ	SN:comp457898_c0_seq1	LN:207
@SQ	SN:comp457927_c0_seq1	LN:224
@SQ	SN:comp457942_c0_seq1	LN:216
@SQ	SN:comp458005_c0_seq1	LN:227
@SQ	SN:comp458070_c0_seq1	LN:281
@SQ	SN:comp458218_c0_seq1	LN:238
@SQ	SN:comp458232_c0_seq1	LN:272
@SQ	SN:comp458248_c0_seq1	LN:258
@SQ	SN:comp458263_c0_seq1	LN:206
@SQ	SN:comp458265_c0_seq1	LN:203
@SQ	SN:comp458296_c0_seq1	LN:232
@SQ	SN:comp458326_c0_seq1	LN:203
@SQ	SN:comp458408_c0_seq1	LN:278
@SQ	SN:comp458424_c0_seq1	LN:275
@SQ	SN:comp458488_c0_seq1	LN:232
@SQ	SN:comp458490_c0_seq1	LN:230
@SQ	SN:comp458529_c0_seq1	LN:213
@SQ	SN:comp458558_c0_seq1	LN:207
@SQ	SN:comp458672_c0_seq1	LN:201
@SQ	SN:comp458709_c0_seq1	LN:277
@SQ	SN:comp458747_c0_seq1	LN:370
@SQ	SN:comp458751_c0_seq1	LN:208
@SQ	SN:comp458762_c0_seq1	LN:219
@SQ	SN:comp458777_c0_seq1	LN:234
@SQ	SN:comp458803_c0_seq1	LN:209
@SQ	SN:comp458847_c0_seq1	LN:206
@SQ	SN:comp458870_c0_seq1	LN:496
@SQ	SN:comp458946_c0_seq1	LN:328
@SQ	SN:comp458963_c0_seq1	LN:315
@SQ	SN:comp458984_c0_seq1	LN:255
@SQ	SN:comp459067_c0_seq1	LN:242
@SQ	SN:comp459071_c0_seq1	LN:213
@SQ	SN:comp459072_c0_seq1	LN:229
@SQ	SN:comp459076_c0_seq1	LN:245
@SQ	SN:comp459097_c0_seq1	LN:231
@SQ	SN:comp459137_c0_seq1	LN:201
@SQ	SN:comp459138_c0_seq1	LN:228
@SQ	SN:comp459175_c0_seq1	LN:209
@SQ	SN:comp459227_c0_seq1	LN:241
@SQ	SN:comp459260_c0_seq1	LN:290
@SQ	SN:comp459317_c0_seq1	LN:254
@SQ	SN:comp459334_c0_seq1	LN:209
@SQ	SN:comp459342_c0_seq1	LN:245
@SQ	SN:comp459414_c0_seq1	LN:223
@SQ	SN:comp459431_c0_seq1	LN:304
@SQ	SN:comp459487_c0_seq1	LN:203
@SQ	SN:comp459499_c0_seq1	LN:249
@SQ	SN:comp459642_c0_seq1	LN:207
@SQ	SN:comp459747_c0_seq1	LN:227
@SQ	SN:comp459859_c0_seq1	LN:274
@SQ	SN:comp459861_c0_seq1	LN:281
@SQ	SN:comp459931_c0_seq1	LN:257
@SQ	SN:comp460080_c0_seq1	LN:214
@SQ	SN:comp460086_c0_seq1	LN:207
@SQ	SN:comp460096_c0_seq1	LN:208
@SQ	SN:comp460214_c0_seq1	LN:315
@SQ	SN:comp460298_c0_seq1	LN:213
@SQ	SN:comp460346_c0_seq1	LN:341
@SQ	SN:comp460432_c0_seq1	LN:243
@SQ	SN:comp460436_c0_seq1	LN:219
@SQ	SN:comp460459_c0_seq1	LN:216
@SQ	SN:comp460498_c0_seq1	LN:211
@SQ	SN:comp460572_c0_seq1	LN:256
@SQ	SN:comp460573_c0_seq1	LN:225
@SQ	SN:comp460581_c0_seq1	LN:242
@SQ	SN:comp460642_c0_seq1	LN:226
@SQ	SN:comp460645_c0_seq1	LN:210
@SQ	SN:comp460677_c0_seq1	LN:208
@SQ	SN:comp460750_c0_seq1	LN:220
@SQ	SN:comp460759_c0_seq1	LN:251
@SQ	SN:comp460784_c0_seq1	LN:220
@SQ	SN:comp460815_c0_seq1	LN:271
@SQ	SN:comp460886_c0_seq1	LN:202
@SQ	SN:comp460905_c0_seq1	LN:223
@SQ	SN:comp461004_c0_seq1	LN:208
@SQ	SN:comp461039_c0_seq1	LN:307
@SQ	SN:comp461064_c0_seq1	LN:367
@SQ	SN:comp461075_c0_seq1	LN:269
@SQ	SN:comp461104_c0_seq1	LN:248
@SQ	SN:comp461119_c0_seq1	LN:248
@SQ	SN:comp461143_c0_seq1	LN:230
@SQ	SN:comp461242_c0_seq1	LN:277
@SQ	SN:comp461369_c0_seq1	LN:221
@SQ	SN:comp461372_c0_seq1	LN:214
@SQ	SN:comp461377_c0_seq1	LN:209
@SQ	SN:comp461395_c0_seq1	LN:267
@SQ	SN:comp461515_c0_seq1	LN:286
@SQ	SN:comp461556_c0_seq1	LN:244
@SQ	SN:comp461574_c0_seq1	LN:276
@SQ	SN:comp461605_c0_seq1	LN:240
@SQ	SN:comp461606_c0_seq1	LN:211
@SQ	SN:comp461711_c0_seq1	LN:261
@SQ	SN:comp461784_c0_seq1	LN:228
@SQ	SN:comp461810_c0_seq1	LN:220
@SQ	SN:comp461912_c0_seq1	LN:299
@SQ	SN:comp461937_c0_seq1	LN:339
@SQ	SN:comp461978_c0_seq1	LN:258
@SQ	SN:comp461998_c0_seq1	LN:209
@SQ	SN:comp462056_c0_seq1	LN:261
@SQ	SN:comp462086_c0_seq1	LN:346
@SQ	SN:comp462175_c0_seq1	LN:273
@SQ	SN:comp462179_c0_seq1	LN:253
@SQ	SN:comp462185_c0_seq1	LN:203
@SQ	SN:comp462298_c0_seq1	LN:204
@SQ	SN:comp462335_c0_seq1	LN:221
@SQ	SN:comp462400_c0_seq1	LN:247
@SQ	SN:comp462431_c0_seq1	LN:266
@SQ	SN:comp462668_c0_seq1	LN:246
@SQ	SN:comp462699_c0_seq1	LN:323
@SQ	SN:comp462711_c0_seq1	LN:223
@SQ	SN:comp462777_c0_seq1	LN:210
@SQ	SN:comp462933_c0_seq1	LN:209
@SQ	SN:comp462942_c0_seq1	LN:259
@SQ	SN:comp462955_c0_seq1	LN:253
@SQ	SN:comp462970_c0_seq1	LN:297
@SQ	SN:comp462993_c0_seq1	LN:234
@SQ	SN:comp463084_c0_seq1	LN:210
@SQ	SN:comp463129_c0_seq1	LN:260
@SQ	SN:comp463165_c0_seq1	LN:345
@SQ	SN:comp463208_c0_seq1	LN:232
@SQ	SN:comp463226_c0_seq1	LN:272
@SQ	SN:comp463301_c0_seq1	LN:204
@SQ	SN:comp463310_c0_seq1	LN:205
@SQ	SN:comp463330_c0_seq1	LN:208
@SQ	SN:comp463409_c0_seq1	LN:216
@SQ	SN:comp463452_c0_seq1	LN:275
@SQ	SN:comp463486_c0_seq1	LN:304
@SQ	SN:comp463588_c0_seq1	LN:280
@SQ	SN:comp463620_c0_seq1	LN:235
@SQ	SN:comp463653_c0_seq1	LN:207
@SQ	SN:comp463710_c0_seq1	LN:217
@SQ	SN:comp463749_c0_seq1	LN:210
@SQ	SN:comp463848_c0_seq1	LN:209
@SQ	SN:comp463851_c0_seq1	LN:205
@SQ	SN:comp463877_c0_seq1	LN:204
@SQ	SN:comp463897_c0_seq1	LN:285
@SQ	SN:comp463957_c0_seq1	LN:215
@SQ	SN:comp464062_c0_seq1	LN:299
@SQ	SN:comp464110_c0_seq1	LN:293
@SQ	SN:comp464133_c0_seq1	LN:277
@SQ	SN:comp464181_c0_seq1	LN:201
@SQ	SN:comp464184_c0_seq1	LN:235
@SQ	SN:comp464249_c0_seq1	LN:202
@SQ	SN:comp464395_c0_seq1	LN:203
@SQ	SN:comp464419_c0_seq1	LN:250
@SQ	SN:comp464444_c0_seq1	LN:230
@SQ	SN:comp464454_c0_seq1	LN:245
@SQ	SN:comp464472_c0_seq1	LN:232
@SQ	SN:comp464476_c0_seq1	LN:236
@SQ	SN:comp464534_c0_seq1	LN:237
@SQ	SN:comp464557_c0_seq1	LN:211
@SQ	SN:comp464607_c0_seq1	LN:225
@SQ	SN:comp464620_c0_seq1	LN:249
@SQ	SN:comp464749_c0_seq1	LN:255
@SQ	SN:comp464762_c0_seq1	LN:212
@SQ	SN:comp464816_c0_seq1	LN:207
@SQ	SN:comp464834_c0_seq1	LN:241
@SQ	SN:comp464847_c0_seq1	LN:202
@SQ	SN:comp464882_c0_seq1	LN:259
@SQ	SN:comp464957_c0_seq1	LN:276
@SQ	SN:comp464972_c0_seq1	LN:205
@SQ	SN:comp465008_c0_seq1	LN:206
@SQ	SN:comp465040_c0_seq1	LN:384
@SQ	SN:comp465054_c0_seq1	LN:218
@SQ	SN:comp465060_c0_seq1	LN:495
@SQ	SN:comp465067_c0_seq1	LN:289
@SQ	SN:comp465071_c0_seq1	LN:254
@SQ	SN:comp465137_c0_seq1	LN:222
@SQ	SN:comp465149_c0_seq1	LN:398
@SQ	SN:comp465196_c0_seq1	LN:205
@SQ	SN:comp465294_c0_seq1	LN:300
@SQ	SN:comp465339_c0_seq1	LN:215
@SQ	SN:comp465354_c0_seq1	LN:375
@SQ	SN:comp465394_c0_seq1	LN:218
@SQ	SN:comp465416_c0_seq1	LN:405
@SQ	SN:comp465424_c0_seq1	LN:215
@SQ	SN:comp465433_c0_seq1	LN:285
@SQ	SN:comp465440_c0_seq1	LN:255
@SQ	SN:comp465490_c0_seq1	LN:217
@SQ	SN:comp465542_c0_seq1	LN:205
@SQ	SN:comp465695_c0_seq1	LN:291
@SQ	SN:comp465714_c0_seq1	LN:220
@SQ	SN:comp465739_c0_seq1	LN:338
@SQ	SN:comp465830_c0_seq1	LN:223
@SQ	SN:comp465877_c0_seq1	LN:315
@SQ	SN:comp465881_c0_seq1	LN:211
@SQ	SN:comp465998_c0_seq1	LN:212
@SQ	SN:comp466009_c0_seq1	LN:206
@SQ	SN:comp466090_c0_seq1	LN:300
@SQ	SN:comp466133_c0_seq1	LN:210
@SQ	SN:comp466155_c0_seq1	LN:232
@SQ	SN:comp466249_c0_seq1	LN:387
@SQ	SN:comp466271_c0_seq1	LN:218
@SQ	SN:comp466411_c0_seq1	LN:208
@SQ	SN:comp466459_c0_seq1	LN:221
@SQ	SN:comp466488_c0_seq1	LN:211
@SQ	SN:comp466503_c0_seq1	LN:215
@SQ	SN:comp466583_c0_seq1	LN:219
@SQ	SN:comp466604_c0_seq1	LN:216
@SQ	SN:comp466635_c0_seq1	LN:214
@SQ	SN:comp466720_c0_seq1	LN:271
@SQ	SN:comp466764_c0_seq1	LN:234
@SQ	SN:comp466813_c0_seq1	LN:225
@SQ	SN:comp466816_c0_seq1	LN:207
@SQ	SN:comp466827_c0_seq1	LN:205
@SQ	SN:comp466828_c0_seq1	LN:205
@SQ	SN:comp466850_c0_seq1	LN:292
@SQ	SN:comp466863_c0_seq1	LN:205
@SQ	SN:comp466925_c0_seq1	LN:279
@SQ	SN:comp466930_c0_seq1	LN:249
@SQ	SN:comp466957_c0_seq1	LN:262
@SQ	SN:comp467097_c0_seq1	LN:216
@SQ	SN:comp467103_c0_seq1	LN:212
@SQ	SN:comp467138_c0_seq1	LN:217
@SQ	SN:comp467140_c0_seq1	LN:284
@SQ	SN:comp467163_c0_seq1	LN:237
@SQ	SN:comp467193_c0_seq1	LN:294
@SQ	SN:comp467204_c0_seq1	LN:226
@SQ	SN:comp467288_c0_seq1	LN:381
@SQ	SN:comp467304_c0_seq1	LN:206
@SQ	SN:comp467342_c0_seq1	LN:211
@SQ	SN:comp467420_c0_seq1	LN:244
@SQ	SN:comp467446_c0_seq1	LN:273
@SQ	SN:comp467572_c0_seq1	LN:207
@SQ	SN:comp467573_c0_seq1	LN:238
@SQ	SN:comp467738_c0_seq1	LN:202
@SQ	SN:comp467754_c0_seq1	LN:207
@SQ	SN:comp467842_c0_seq1	LN:221
@SQ	SN:comp467848_c0_seq1	LN:201
@SQ	SN:comp467853_c0_seq1	LN:216
@SQ	SN:comp467867_c0_seq1	LN:255
@SQ	SN:comp467893_c0_seq1	LN:535
@SQ	SN:comp467897_c0_seq1	LN:212
@SQ	SN:comp467944_c0_seq1	LN:427
@SQ	SN:comp468000_c0_seq1	LN:203
@SQ	SN:comp468045_c0_seq1	LN:245
@SQ	SN:comp468050_c0_seq1	LN:240
@SQ	SN:comp468130_c0_seq1	LN:210
@SQ	SN:comp468199_c0_seq1	LN:216
@SQ	SN:comp468202_c0_seq1	LN:211
@SQ	SN:comp468255_c0_seq1	LN:220
@SQ	SN:comp468272_c0_seq1	LN:258
@SQ	SN:comp468274_c0_seq1	LN:225
@SQ	SN:comp468310_c0_seq1	LN:215
@SQ	SN:comp468320_c0_seq1	LN:210
@SQ	SN:comp468396_c0_seq1	LN:221
@SQ	SN:comp468453_c0_seq1	LN:220
@SQ	SN:comp468459_c0_seq1	LN:208
@SQ	SN:comp468462_c0_seq1	LN:300
@SQ	SN:comp468488_c0_seq1	LN:222
@SQ	SN:comp468498_c0_seq1	LN:251
@SQ	SN:comp468517_c0_seq1	LN:325
@SQ	SN:comp468612_c0_seq1	LN:287
@SQ	SN:comp468849_c0_seq1	LN:266
@SQ	SN:comp468910_c0_seq1	LN:218
@SQ	SN:comp468948_c0_seq1	LN:218
@SQ	SN:comp468974_c0_seq1	LN:313
@SQ	SN:comp469021_c0_seq1	LN:231
@SQ	SN:comp469050_c0_seq1	LN:233
@SQ	SN:comp469152_c0_seq1	LN:271
@SQ	SN:comp469209_c0_seq1	LN:265
@SQ	SN:comp469294_c0_seq1	LN:223
@SQ	SN:comp469385_c0_seq1	LN:293
@SQ	SN:comp469423_c0_seq1	LN:245
@SQ	SN:comp469470_c0_seq1	LN:202
@SQ	SN:comp469485_c0_seq1	LN:212
@SQ	SN:comp469488_c0_seq1	LN:301
@SQ	SN:comp469546_c0_seq1	LN:325
@SQ	SN:comp469594_c0_seq1	LN:224
@SQ	SN:comp469786_c0_seq1	LN:203
@SQ	SN:comp469819_c0_seq1	LN:243
@SQ	SN:comp469913_c0_seq1	LN:206
@SQ	SN:comp469942_c0_seq1	LN:275
@SQ	SN:comp470206_c0_seq1	LN:203
@SQ	SN:comp470284_c0_seq1	LN:264
@SQ	SN:comp470339_c0_seq1	LN:218
@SQ	SN:comp470381_c0_seq1	LN:231
@SQ	SN:comp470404_c0_seq1	LN:206
@SQ	SN:comp470413_c0_seq1	LN:205
@SQ	SN:comp470531_c0_seq1	LN:245
@SQ	SN:comp470535_c0_seq1	LN:296
@SQ	SN:comp470540_c0_seq1	LN:272
@SQ	SN:comp470565_c0_seq1	LN:362
@SQ	SN:comp470625_c0_seq1	LN:259
@SQ	SN:comp470663_c0_seq1	LN:276
@SQ	SN:comp470781_c0_seq1	LN:219
@SQ	SN:comp470814_c0_seq1	LN:237
@SQ	SN:comp470815_c0_seq1	LN:287
@SQ	SN:comp470829_c0_seq1	LN:287
@SQ	SN:comp470836_c0_seq1	LN:283
@SQ	SN:comp470861_c0_seq1	LN:201
@SQ	SN:comp470884_c0_seq1	LN:295
@SQ	SN:comp470962_c0_seq1	LN:237
@SQ	SN:comp470964_c0_seq1	LN:274
@SQ	SN:comp471025_c0_seq1	LN:232
@SQ	SN:comp471176_c0_seq1	LN:218
@SQ	SN:comp471185_c0_seq1	LN:201
@SQ	SN:comp471199_c0_seq1	LN:204
@SQ	SN:comp471319_c0_seq1	LN:202
@SQ	SN:comp471392_c0_seq1	LN:313
@SQ	SN:comp471513_c0_seq1	LN:283
@SQ	SN:comp471575_c0_seq1	LN:320
@SQ	SN:comp471728_c0_seq1	LN:354
@SQ	SN:comp471759_c0_seq1	LN:267
@SQ	SN:comp471845_c0_seq1	LN:232
@SQ	SN:comp471858_c0_seq1	LN:202
@SQ	SN:comp471870_c0_seq1	LN:299
@SQ	SN:comp471956_c0_seq1	LN:210
@SQ	SN:comp471960_c0_seq1	LN:249
@SQ	SN:comp471968_c0_seq1	LN:208
@SQ	SN:comp472046_c0_seq1	LN:265
@SQ	SN:comp472147_c0_seq1	LN:209
@SQ	SN:comp472155_c0_seq1	LN:208
@SQ	SN:comp472305_c0_seq1	LN:287
@SQ	SN:comp472315_c0_seq1	LN:218
@SQ	SN:comp472341_c0_seq1	LN:210
@SQ	SN:comp472373_c0_seq1	LN:234
@SQ	SN:comp472383_c0_seq1	LN:201
@SQ	SN:comp472396_c0_seq1	LN:218
@SQ	SN:comp472440_c0_seq1	LN:238
@SQ	SN:comp472458_c0_seq1	LN:204
@SQ	SN:comp472566_c0_seq1	LN:302
@SQ	SN:comp472644_c0_seq1	LN:255
@SQ	SN:comp472655_c0_seq1	LN:302
@SQ	SN:comp472716_c0_seq1	LN:212
@SQ	SN:comp472969_c0_seq1	LN:244
@SQ	SN:comp473023_c0_seq1	LN:254
@SQ	SN:comp473084_c0_seq1	LN:246
@SQ	SN:comp473109_c0_seq1	LN:202
@SQ	SN:comp473146_c0_seq1	LN:209
@SQ	SN:comp473436_c0_seq1	LN:219
@SQ	SN:comp473451_c0_seq1	LN:204
@SQ	SN:comp473533_c0_seq1	LN:256
@SQ	SN:comp473670_c0_seq1	LN:331
@SQ	SN:comp473726_c0_seq1	LN:213
@SQ	SN:comp473727_c0_seq1	LN:216
@SQ	SN:comp473736_c0_seq1	LN:287
@SQ	SN:comp473738_c0_seq1	LN:303
@SQ	SN:comp473849_c0_seq1	LN:282
@SQ	SN:comp474009_c0_seq1	LN:220
@SQ	SN:comp474034_c0_seq1	LN:225
@SQ	SN:comp474044_c0_seq1	LN:233
@SQ	SN:comp474116_c0_seq1	LN:235
@SQ	SN:comp474361_c0_seq1	LN:226
@SQ	SN:comp474456_c0_seq1	LN:247
@SQ	SN:comp474469_c0_seq1	LN:375
@SQ	SN:comp474483_c0_seq1	LN:207
@SQ	SN:comp474543_c0_seq1	LN:216
@SQ	SN:comp474546_c0_seq1	LN:241
@SQ	SN:comp474620_c0_seq1	LN:214
@SQ	SN:comp474651_c0_seq1	LN:276
@SQ	SN:comp474676_c0_seq1	LN:211
@SQ	SN:comp474772_c0_seq1	LN:244
@SQ	SN:comp474787_c0_seq1	LN:204
@SQ	SN:comp474850_c0_seq1	LN:218
@SQ	SN:comp474867_c0_seq1	LN:254
@SQ	SN:comp474966_c0_seq1	LN:281
@SQ	SN:comp475009_c0_seq1	LN:210
@SQ	SN:comp475051_c0_seq1	LN:311
@SQ	SN:comp475084_c0_seq1	LN:220
@SQ	SN:comp475162_c0_seq1	LN:206
@SQ	SN:comp475297_c0_seq1	LN:274
@SQ	SN:comp475364_c0_seq1	LN:246
@SQ	SN:comp475453_c0_seq1	LN:220
@SQ	SN:comp475497_c0_seq1	LN:300
@SQ	SN:comp475522_c0_seq1	LN:217
@SQ	SN:comp475577_c0_seq1	LN:307
@SQ	SN:comp475647_c0_seq1	LN:221
@SQ	SN:comp475666_c0_seq1	LN:202
@SQ	SN:comp475700_c0_seq1	LN:249
@SQ	SN:comp475704_c0_seq1	LN:207
@SQ	SN:comp475712_c0_seq1	LN:212
@SQ	SN:comp475750_c0_seq1	LN:221
@SQ	SN:comp475769_c0_seq1	LN:238
@SQ	SN:comp475795_c0_seq1	LN:261
@SQ	SN:comp475853_c0_seq1	LN:212
@SQ	SN:comp475883_c0_seq1	LN:270
@SQ	SN:comp475914_c0_seq1	LN:210
@SQ	SN:comp475957_c0_seq1	LN:220
@SQ	SN:comp476027_c0_seq1	LN:284
@SQ	SN:comp476064_c0_seq1	LN:204
@SQ	SN:comp476096_c0_seq1	LN:371
@SQ	SN:comp476121_c0_seq1	LN:213
@SQ	SN:comp476197_c0_seq1	LN:209
@SQ	SN:comp476285_c0_seq1	LN:226
@SQ	SN:comp476347_c0_seq1	LN:292
@SQ	SN:comp476381_c0_seq1	LN:282
@SQ	SN:comp476408_c0_seq1	LN:248
@SQ	SN:comp476499_c0_seq1	LN:217
@SQ	SN:comp476510_c0_seq1	LN:305
@SQ	SN:comp476556_c0_seq1	LN:210
@SQ	SN:comp476570_c0_seq1	LN:207
@SQ	SN:comp476653_c0_seq1	LN:206
@SQ	SN:comp476688_c0_seq1	LN:219
@SQ	SN:comp476709_c0_seq1	LN:220
@SQ	SN:comp476749_c0_seq1	LN:205
@SQ	SN:comp476802_c0_seq1	LN:205
@SQ	SN:comp476821_c0_seq1	LN:220
@SQ	SN:comp476826_c0_seq1	LN:209
@SQ	SN:comp476853_c0_seq1	LN:232
@SQ	SN:comp476885_c0_seq1	LN:218
@SQ	SN:comp476925_c0_seq1	LN:210
@SQ	SN:comp476948_c0_seq1	LN:209
@SQ	SN:comp477037_c0_seq1	LN:307
@SQ	SN:comp477204_c0_seq1	LN:210
@SQ	SN:comp477234_c0_seq1	LN:208
@SQ	SN:comp477333_c0_seq1	LN:213
@SQ	SN:comp477357_c0_seq1	LN:234
@SQ	SN:comp477463_c0_seq1	LN:208
@SQ	SN:comp477514_c0_seq1	LN:302
@SQ	SN:comp477521_c0_seq1	LN:246
@SQ	SN:comp477542_c0_seq1	LN:212
@SQ	SN:comp477601_c0_seq1	LN:229
@SQ	SN:comp477605_c0_seq1	LN:225
@SQ	SN:comp477699_c0_seq1	LN:311
@SQ	SN:comp477761_c0_seq1	LN:206
@SQ	SN:comp477832_c0_seq1	LN:247
@SQ	SN:comp477916_c0_seq1	LN:206
@SQ	SN:comp478101_c0_seq1	LN:408
@SQ	SN:comp478257_c0_seq1	LN:218
@SQ	SN:comp478338_c0_seq1	LN:239
@SQ	SN:comp478346_c0_seq1	LN:202
@SQ	SN:comp478434_c0_seq1	LN:236
@SQ	SN:comp478449_c0_seq1	LN:219
@SQ	SN:comp478473_c0_seq1	LN:308
@SQ	SN:comp478630_c0_seq1	LN:230
@SQ	SN:comp478667_c0_seq1	LN:248
@SQ	SN:comp478731_c0_seq1	LN:231
